,0,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,TotalSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
346,,958.0,0.0,0.0,2.0,1Fam,TA,Mn,498.0,0.0,BLQ,Unf,0.0,0.0,TA,460.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,0.0,CBlock,1.0,Typ,301.0,1.0,TA,RFn,TA,Attchd,1960.0,958.0,0.0,GasA,TA,1Story,1.0,TA,Lvl,Gtl,12772.0,CulDSac,IR1,0.0,20,RL,0.0,None,15500.0,4,NAmes,0.0,8,6.0,Y,0.0,CompShg,Hip,Normal,WD,0.0,Pave,5.0,958.0,1916.0,AllPub,0.0,1960.0,1998.0,2007
347,,1478.0,0.0,0.0,3.0,1Fam,TA,No,1270.0,0.0,BLQ,Unf,1.0,0.0,TA,208.0,Y,Norm,Norm,FuseA,0.0,TA,TA,Wd Sdng,Wd Sdng,2.0,CBlock,2.0,Typ,498.0,2.0,TA,Unf,TA,Attchd,1960.0,1478.0,0.0,GasA,Ex,1Story,1.0,TA,Lvl,Gtl,17600.0,Inside,IR1,0.0,20,RL,30.0,BrkFace,0.0,12,NAmes,40.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,1478.0,2956.0,AllPub,0.0,1960.0,1960.0,2009
348,,764.0,862.0,0.0,2.0,Twnhs,TA,No,573.0,0.0,GLQ,Unf,1.0,0.0,Gd,191.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,Wd Shng,0.0,PConc,2.0,Typ,474.0,2.0,TA,RFn,TA,BuiltIn,2003.0,1626.0,1.0,GasA,Ex,2Story,1.0,Gd,Lvl,Gtl,2448.0,Inside,Reg,0.0,160,RL,106.0,Stone,0.0,10,NridgHt,27.0,5,7.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,764.0,2390.0,AllPub,0.0,2003.0,2004.0,2008
349,,1848.0,880.0,0.0,4.0,1Fam,TA,No,1410.0,0.0,GLQ,Unf,1.0,0.0,Ex,438.0,Y,Norm,Norm,SBrkr,0.0,TA,Ex,CemntBd,CmentBd,2.0,PConc,2.0,Typ,706.0,3.0,TA,Fin,TA,Attchd,2006.0,2728.0,1.0,GasA,Ex,2Story,1.0,Ex,Lvl,Gtl,20431.0,Inside,IR2,0.0,60,RL,870.0,BrkFace,0.0,4,NridgHt,0.0,5,9.0,Y,0.0,CompShg,Hip,Partial,New,0.0,Pave,10.0,1848.0,4576.0,AllPub,0.0,2005.0,2006.0,2006
350,,1869.0,0.0,0.0,2.0,TwnhsE,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Ex,1869.0,Y,Norm,Norm,SBrkr,0.0,TA,Ex,MetalSd,MetalSd,1.0,PConc,2.0,Typ,617.0,2.0,TA,RFn,TA,Attchd,2007.0,1869.0,0.0,GasA,Ex,1Story,1.0,Ex,Lvl,Gtl,7820.0,Inside,IR1,0.0,120,RL,362.0,BrkFace,0.0,12,NridgHt,54.0,5,9.0,Y,0.0,CompShg,Hip,Partial,New,0.0,Pave,6.0,1869.0,3738.0,AllPub,210.0,2007.0,2007.0,2007
351,,1453.0,0.0,0.0,2.0,1Fam,TA,Gd,1082.0,0.0,GLQ,Unf,1.0,0.0,Gd,371.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,1.0,PConc,1.0,Typ,445.0,2.0,TA,RFn,TA,Attchd,1986.0,1453.0,1.0,GasA,Gd,1Story,1.0,Gd,Low,Mod,5271.0,Inside,IR1,0.0,120,RL,0.0,None,0.0,12,ClearCr,80.0,5,7.0,Y,0.0,CompShg,Gable,Abnorml,WD,184.0,Pave,6.0,1453.0,2906.0,AllPub,0.0,1986.0,1986.0,2006
352,,616.0,495.0,0.0,3.0,1Fam,Fa,Mn,236.0,380.0,LwQ,Rec,0.0,1.0,TA,0.0,N,Artery,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,0.0,CBlock,1.0,Typ,200.0,1.0,Fa,Unf,TA,Detchd,1941.0,1111.0,0.0,GasA,TA,1.5Fin,1.0,TA,Lvl,Gtl,9084.0,Inside,Reg,0.0,50,RL,0.0,None,0.0,3,Edwards,0.0,6,5.0,Y,0.0,CompShg,Gable,Normal,ConLw,0.0,Pave,5.0,616.0,1727.0,AllPub,48.0,1941.0,1950.0,2008
353,,720.0,0.0,0.0,2.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,624.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,VinylSd,VinylSd,0.0,BrkTil,1.0,Typ,484.0,2.0,TA,Unf,TA,Detchd,2005.0,720.0,0.0,GasA,Gd,1Story,1.0,TA,Lvl,Gtl,8520.0,Inside,Reg,0.0,30,RM,0.0,None,0.0,5,OldTown,0.0,8,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,624.0,1344.0,AllPub,106.0,1928.0,2003.0,2010
354,,1192.0,403.0,0.0,2.0,1Fam,TA,No,388.0,0.0,LwQ,Unf,0.0,0.0,TA,552.0,Y,Norm,Norm,SBrkr,108.0,TA,TA,Wd Sdng,MetalSd,2.0,CBlock,1.0,Typ,240.0,1.0,TA,Unf,TA,Attchd,1940.0,1595.0,0.0,GasA,Ex,1.5Fin,1.0,TA,Bnk,Gtl,8400.0,Inside,Reg,0.0,50,RL,0.0,None,0.0,6,SWISU,0.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,940.0,2535.0,AllPub,0.0,1940.0,2000.0,2006
355,,1200.0,0.0,0.0,3.0,1Fam,Gd,No,334.0,544.0,ALQ,BLQ,1.0,0.0,Gd,322.0,Y,Norm,Norm,SBrkr,0.0,Gd,Gd,VinylSd,VinylSd,0.0,PConc,2.0,Typ,521.0,2.0,TA,RFn,TA,Attchd,1995.0,1200.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,11249.0,Inside,IR2,0.0,20,RL,0.0,None,0.0,8,CollgCr,26.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,1200.0,2400.0,AllPub,0.0,1995.0,1995.0,2007
356,,1167.0,0.0,0.0,3.0,1Fam,TA,No,560.0,0.0,GLQ,Unf,1.0,0.0,Gd,598.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,0.0,PConc,2.0,Typ,400.0,2.0,TA,RFn,TA,Attchd,1992.0,1167.0,0.0,GasA,Gd,1Story,1.0,Gd,Lvl,Gtl,9248.0,Inside,IR1,0.0,20,RL,106.0,BrkFace,0.0,7,Gilbert,26.0,6,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,1158.0,2325.0,AllPub,120.0,1992.0,1992.0,2009
357,,1142.0,0.0,0.0,3.0,TwnhsE,TA,No,874.0,0.0,ALQ,Unf,1.0,0.0,Gd,268.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,CemntBd,CmentBd,1.0,PConc,1.0,Typ,528.0,2.0,TA,Fin,TA,Attchd,1976.0,1142.0,1.0,GasA,TA,1Story,1.0,TA,Lvl,Gtl,4224.0,Inside,Reg,0.0,120,RM,0.0,None,0.0,8,MeadowV,90.0,5,5.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,1142.0,2284.0,AllPub,536.0,1976.0,1976.0,2007
358,,1352.0,0.0,0.0,3.0,1Fam,TA,Av,300.0,294.0,BLQ,Rec,0.0,1.0,TA,468.0,Y,Norm,Norm,FuseF,294.0,TA,TA,Wd Sdng,ImStucc,0.0,CBlock,1.0,Min2,288.0,1.0,TA,Unf,TA,BuiltIn,1958.0,1352.0,0.0,GasA,Ex,SLvl,1.0,Gd,Lvl,Gtl,6930.0,Inside,IR1,0.0,80,RL,120.0,BrkFace,0.0,7,ClearCr,0.0,4,5.0,Y,0.0,CompShg,Hip,Abnorml,WD,0.0,Pave,6.0,1062.0,2414.0,AllPub,168.0,1958.0,1958.0,2006
359,,1086.0,838.0,0.0,3.0,1Fam,TA,Av,956.0,0.0,GLQ,Unf,1.0,0.0,Gd,130.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,1.0,PConc,2.0,Typ,592.0,2.0,TA,RFn,TA,Attchd,1998.0,1924.0,1.0,GasA,Ex,2Story,1.0,Gd,Lvl,Gtl,12011.0,CulDSac,IR1,0.0,60,RL,530.0,BrkFace,0.0,6,NoRidge,75.0,5,8.0,Y,0.0,CompShg,Gable,Normal,WD,374.0,Pave,7.0,1086.0,3010.0,AllPub,208.0,1998.0,1998.0,2006
360,,912.0,0.0,0.0,2.0,1Fam,TA,Av,773.0,0.0,GLQ,Unf,1.0,0.0,Gd,115.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,1.0,CBlock,1.0,Typ,470.0,2.0,TA,RFn,TA,Attchd,1978.0,912.0,0.0,GasA,Ex,SFoyer,1.0,TA,Lvl,Gtl,7540.0,CulDSac,IR1,0.0,85,RL,0.0,None,0.0,6,Mitchel,0.0,6,6.0,Y,0.0,CompShg,Gable,Normal,WD,192.0,Pave,5.0,888.0,1800.0,AllPub,0.0,1978.0,1978.0,2007
361,,988.0,517.0,0.0,3.0,1Fam,TA,No,399.0,0.0,Rec,Unf,1.0,0.0,TA,484.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,0.0,CBlock,1.0,Typ,240.0,1.0,TA,Unf,TA,Detchd,1940.0,1505.0,0.0,GasA,Gd,1.5Fin,1.0,TA,Lvl,Gtl,9144.0,Inside,Reg,0.0,50,RL,0.0,None,0.0,7,BrkSide,0.0,5,5.0,N,0.0,CompShg,Gable,Normal,WD,0.0,Pave,8.0,883.0,2388.0,AllPub,0.0,1940.0,1982.0,2008
362,,495.0,1427.0,0.0,4.0,1Fam,None,None,0.0,0.0,None,None,0.0,0.0,None,0.0,Y,Norm,Norm,SBrkr,177.0,TA,Gd,HdBoard,HdBoard,1.0,Slab,3.0,Typ,672.0,2.0,TA,RFn,TA,BuiltIn,2003.0,1922.0,0.0,GasA,Ex,SFoyer,1.0,Gd,Lvl,Gtl,7301.0,Corner,Reg,0.0,85,RL,500.0,BrkFace,0.0,7,Edwards,0.0,5,7.0,Y,0.0,CompShg,Gable,Normal,ConLD,0.0,Pave,7.0,0.0,1922.0,AllPub,0.0,2003.0,2003.0,2009
363,,483.0,504.0,0.0,2.0,Twnhs,TA,No,162.0,0.0,ALQ,Unf,0.0,0.0,TA,321.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,0.0,CBlock,1.0,Typ,264.0,1.0,TA,Unf,TA,Detchd,1972.0,987.0,1.0,GasA,Gd,2Story,1.0,Gd,Lvl,Gtl,1680.0,Inside,Reg,0.0,160,RM,510.0,BrkFace,0.0,5,BrDale,0.0,8,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,483.0,1470.0,AllPub,250.0,1972.0,2007.0,2009
364,,790.0,784.0,0.0,3.0,1Fam,TA,Mn,712.0,0.0,GLQ,Unf,1.0,0.0,Gd,84.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,1.0,PConc,2.0,Typ,566.0,2.0,TA,Fin,TA,Attchd,1976.0,1574.0,1.0,GasA,TA,2Story,1.0,TA,Lvl,Gtl,18800.0,FR2,IR1,0.0,60,RL,120.0,BrkFace,0.0,7,NWAmes,111.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,796.0,2370.0,AllPub,306.0,1976.0,1976.0,2006
365,,672.0,672.0,0.0,3.0,1Fam,Fa,No,456.0,0.0,Rec,Unf,0.0,0.0,TA,216.0,Y,Norm,Norm,FuseA,218.0,Gd,TA,VinylSd,VinylSd,0.0,CBlock,1.0,Typ,468.0,1.0,Fa,Unf,TA,Detchd,1964.0,1344.0,0.0,GasA,Gd,2Story,1.0,TA,Lvl,Gtl,10690.0,Inside,Reg,0.0,70,RM,0.0,None,0.0,7,IDOTRR,128.0,7,5.0,Y,0.0,CompShg,Hip,Normal,WD,0.0,Pave,6.0,672.0,2016.0,AllPub,0.0,1920.0,1997.0,2009
366,,1394.0,0.0,0.0,3.0,1Fam,TA,No,609.0,0.0,BLQ,Unf,1.0,0.0,Gd,785.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,2.0,CBlock,1.0,Typ,514.0,2.0,TA,RFn,TA,Attchd,1963.0,1394.0,1.0,GasA,Gd,1Story,1.0,TA,Lvl,Gtl,9500.0,Inside,IR1,0.0,20,RL,247.0,BrkFace,0.0,7,NAmes,76.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,185.0,Pave,6.0,1394.0,2788.0,AllPub,0.0,1963.0,1963.0,2009
367,,1431.0,0.0,0.0,3.0,1Fam,TA,Gd,371.0,0.0,GLQ,Unf,0.0,1.0,Gd,728.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,1.0,CBlock,1.0,Typ,296.0,1.0,TA,RFn,TA,Basment,1962.0,1431.0,0.0,GasA,Gd,SLvl,1.0,TA,Lvl,Gtl,9150.0,Corner,IR1,0.0,80,RL,305.0,BrkFace,0.0,12,NAmes,110.0,5,6.0,Y,0.0,Tar&Grv,Gable,Normal,WD,0.0,Pave,6.0,1099.0,2530.0,AllPub,64.0,1962.0,1962.0,2008
368,,1268.0,0.0,0.0,2.0,1Fam,TA,No,540.0,0.0,LwQ,Unf,0.0,0.0,TA,728.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,1.0,PConc,1.0,Typ,244.0,1.0,TA,Fin,TA,Attchd,1954.0,1268.0,0.0,GasA,Gd,1Story,1.0,TA,Lvl,Gtl,7800.0,Inside,Reg,0.0,20,RL,200.0,BrkFace,0.0,3,NAmes,98.0,6,5.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,7.0,1268.0,2536.0,AllPub,0.0,1954.0,1954.0,2010
369,,1287.0,0.0,0.0,3.0,1Fam,TA,No,72.0,258.0,ALQ,Rec,1.0,0.0,TA,733.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,Wd Sdng,Wd Sdng,1.0,CBlock,1.0,Typ,576.0,2.0,TA,Fin,TA,Detchd,1997.0,1287.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,9830.0,Corner,IR1,0.0,20,RL,0.0,None,0.0,3,NAmes,17.0,7,5.0,Y,0.0,CompShg,Gable,Normal,WD,182.0,Pave,7.0,1063.0,2350.0,AllPub,364.0,1959.0,2006.0,2010
370,,953.0,711.0,0.0,3.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,953.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,1.0,PConc,2.0,Typ,460.0,2.0,TA,RFn,TA,Attchd,2000.0,1664.0,1.0,GasA,Ex,2Story,1.0,TA,Lvl,Gtl,8121.0,Inside,IR1,0.0,60,RL,0.0,None,0.0,1,Gilbert,40.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,7.0,953.0,2617.0,AllPub,100.0,2000.0,2000.0,2006
371,,1120.0,468.0,0.0,4.0,1Fam,None,None,0.0,0.0,None,None,0.0,0.0,None,0.0,Y,Feedr,Norm,SBrkr,0.0,TA,TA,WdShing,Plywood,1.0,CBlock,2.0,Min2,680.0,2.0,TA,Fin,TA,Detchd,1991.0,1588.0,0.0,GasA,TA,1.5Fin,1.0,TA,Lvl,Gtl,17120.0,Inside,Reg,0.0,50,RL,0.0,None,0.0,7,ClearCr,59.0,4,4.0,N,0.0,CompShg,Gable,Normal,WD,0.0,Pave,7.0,0.0,1588.0,AllPub,0.0,1959.0,1959.0,2008
372,,752.0,0.0,0.0,2.0,TwnhsE,TA,No,623.0,121.0,ALQ,LwQ,1.0,0.0,Gd,0.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,0.0,CBlock,1.0,Typ,264.0,1.0,TA,Unf,TA,Attchd,1984.0,752.0,0.0,GasA,TA,1Story,1.0,TA,Lvl,Gtl,7175.0,Inside,Reg,0.0,120,RL,0.0,None,0.0,2,SawyerW,0.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,90.0,Pave,4.0,744.0,1496.0,AllPub,353.0,1984.0,1984.0,2010
373,,1319.0,0.0,0.0,3.0,1Fam,TA,No,428.0,180.0,BLQ,LwQ,1.0,0.0,TA,0.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,0.0,PConc,1.0,Min2,270.0,1.0,TA,Unf,TA,Attchd,1953.0,1319.0,0.0,GasA,TA,1Story,1.0,TA,Lvl,Gtl,10634.0,Inside,Reg,0.0,20,RL,0.0,None,0.0,11,NAmes,0.0,6,5.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,608.0,1927.0,AllPub,66.0,1953.0,1953.0,2009
374,,847.0,1081.0,0.0,4.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,847.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,1.0,PConc,2.0,Typ,434.0,2.0,TA,Fin,TA,BuiltIn,2003.0,1928.0,1.0,GasA,Ex,2Story,1.0,Gd,Lvl,Gtl,8200.0,Inside,Reg,0.0,60,RL,0.0,None,0.0,7,CollgCr,48.0,5,7.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,8.0,847.0,2775.0,AllPub,100.0,2003.0,2004.0,2007
375,,904.0,0.0,0.0,1.0,1Fam,Po,Gd,350.0,0.0,BLQ,Unf,1.0,0.0,Fa,333.0,N,Norm,Norm,FuseA,0.0,Fa,Fa,Wd Sdng,Wd Sdng,0.0,BrkTil,0.0,Maj1,0.0,0.0,,,,,0.0,904.0,1.0,GasA,Gd,1Story,1.0,Fa,Low,Sev,10020.0,Inside,IR1,0.0,30,RL,0.0,None,0.0,3,Edwards,0.0,1,1.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,4.0,683.0,1587.0,AllPub,0.0,1922.0,1950.0,2009
376,,914.0,0.0,0.0,2.0,1Fam,TA,Av,298.0,0.0,GLQ,Unf,0.0,0.0,Gd,572.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,0.0,PConc,1.0,Typ,576.0,2.0,TA,Unf,TA,Detchd,1998.0,914.0,0.0,GasA,Ex,SFoyer,1.0,TA,Lvl,Gtl,8846.0,CulDSac,IR1,0.0,85,RL,0.0,None,0.0,7,CollgCr,0.0,5,5.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,870.0,1784.0,AllPub,0.0,1996.0,1996.0,2006
377,,1580.0,886.0,0.0,4.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1580.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,CemntBd,CmentBd,1.0,PConc,3.0,Typ,610.0,2.0,TA,RFn,TA,Attchd,2004.0,2466.0,0.0,GasA,Ex,2Story,1.0,Gd,Lvl,Gtl,11143.0,Corner,IR1,0.0,60,FV,0.0,None,0.0,12,Somerst,214.0,5,8.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,8.0,1580.0,4046.0,AllPub,159.0,2004.0,2005.0,2007
378,,1856.0,0.0,0.0,1.0,1Fam,TA,Av,1445.0,0.0,GLQ,Unf,1.0,0.0,Ex,411.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,1.0,PConc,1.0,Typ,834.0,3.0,TA,Fin,TA,Attchd,2010.0,1856.0,1.0,GasA,Ex,1Story,1.0,Ex,Lvl,Gtl,11394.0,Corner,Reg,0.0,20,RL,350.0,Stone,0.0,6,StoneBr,0.0,2,9.0,Y,0.0,CompShg,Hip,Partial,New,0.0,Pave,8.0,1856.0,3712.0,AllPub,113.0,2010.0,2010.0,2010
379,,1007.0,793.0,0.0,3.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,982.0,Y,RRAn,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,1.0,PConc,2.0,Typ,463.0,2.0,TA,Fin,TA,Attchd,2000.0,1800.0,1.0,GasA,Ex,2Story,1.0,TA,Lvl,Gtl,8123.0,Inside,IR1,0.0,60,RL,16.0,BrkFace,0.0,6,Gilbert,63.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,7.0,982.0,2782.0,AllPub,100.0,2000.0,2000.0,2009
380,,1026.0,665.0,0.0,3.0,1Fam,TA,No,218.0,0.0,LwQ,Unf,0.0,0.0,TA,808.0,Y,Norm,Norm,SBrkr,242.0,TA,TA,BrkFace,Wd Sdng,1.0,BrkTil,2.0,Typ,308.0,1.0,TA,Unf,TA,Detchd,1924.0,1691.0,0.0,GasA,TA,1.5Fin,1.0,Gd,Lvl,Gtl,5000.0,Inside,Reg,0.0,50,RL,0.0,None,0.0,5,SWISU,0.0,6,5.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,1026.0,2717.0,AllPub,0.0,1924.0,1950.0,2010
381,,1301.0,0.0,0.0,2.0,1Fam,Gd,No,0.0,0.0,Unf,Unf,1.0,0.0,Gd,1293.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,1.0,PConc,2.0,Typ,572.0,2.0,TA,RFn,TA,Attchd,2006.0,1301.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,7200.0,Inside,Reg,0.0,20,FV,0.0,None,0.0,8,Somerst,121.0,5,7.0,Y,0.0,CompShg,Gable,Partial,New,0.0,Pave,5.0,1293.0,2594.0,AllPub,216.0,2006.0,2006.0,2006
382,,939.0,858.0,0.0,3.0,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,939.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,0.0,PConc,2.0,Typ,639.0,2.0,TA,RFn,TA,Attchd,2006.0,1797.0,1.0,GasA,Ex,2Story,1.0,Gd,Lvl,Gtl,9245.0,Inside,IR1,0.0,60,RL,0.0,None,0.0,4,CollgCr,53.0,5,7.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,8.0,939.0,2736.0,AllPub,144.0,2006.0,2006.0,2007
383,,784.0,0.0,0.0,2.0,1Fam,Fa,No,0.0,0.0,Unf,Unf,0.0,0.0,Fa,784.0,N,Norm,Norm,FuseA,91.0,TA,TA,Wd Sdng,Wd Sdng,0.0,BrkTil,1.0,Typ,360.0,2.0,Fa,Unf,Fa,Detchd,1950.0,784.0,0.0,GasA,TA,1.5Unf,1.0,TA,Lvl,Gtl,9000.0,Corner,Reg,0.0,45,RH,0.0,None,0.0,10,SawyerW,0.0,3,6.0,N,0.0,CompShg,Gable,Normal,WD,0.0,Pave,5.0,784.0,1568.0,AllPub,0.0,1928.0,1950.0,2009
384,,1079.0,874.0,0.0,3.0,1Fam,TA,Av,985.0,0.0,GLQ,Unf,1.0,0.0,Gd,595.0,Y,Feedr,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,2.0,PConc,2.0,Typ,501.0,2.0,TA,Fin,TA,Attchd,1992.0,1953.0,1.0,GasA,Ex,2Story,1.0,Gd,Low,Mod,53107.0,Corner,IR2,0.0,60,RL,0.0,None,0.0,6,ClearCr,231.0,5,6.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,9.0,1580.0,3533.0,AllPub,216.0,1992.0,1992.0,2007
385,,1269.0,0.0,0.0,2.0,TwnhsE,TA,No,24.0,0.0,GLQ,Unf,0.0,0.0,Gd,1232.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,1.0,PConc,2.0,Typ,430.0,2.0,TA,Fin,TA,Attchd,2004.0,1269.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,3182.0,Inside,Reg,0.0,120,RL,16.0,BrkFace,0.0,4,Blmngtn,20.0,5,8.0,Y,0.0,CompShg,Gable,Normal,WD,144.0,Pave,6.0,1256.0,2525.0,AllPub,146.0,2004.0,2005.0,2010
386,,658.0,526.0,0.0,5.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,658.0,Y,Feedr,Norm,SBrkr,0.0,Fa,TA,Wd Sdng,VinylSd,0.0,PConc,1.0,Typ,0.0,0.0,,,,,0.0,1184.0,0.0,GasA,TA,1.5Fin,1.0,TA,Lvl,Gtl,8410.0,FR2,Reg,0.0,50,RL,0.0,None,0.0,5,Edwards,151.0,3,5.0,N,0.0,CompShg,Gambrel,AdjLand,WD,0.0,Pave,8.0,658.0,1842.0,AllPub,0.0,1910.0,1996.0,2006
387,,1125.0,0.0,0.0,3.0,1Fam,TA,Av,631.0,0.0,ALQ,Unf,1.0,0.0,TA,410.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,1.0,CBlock,1.0,Typ,352.0,1.0,TA,Unf,TA,Detchd,1977.0,1125.0,0.0,GasA,Ex,SLvl,1.0,TA,Lvl,Gtl,7200.0,Inside,Reg,0.0,80,RL,255.0,BrkFace,0.0,10,Edwards,0.0,6,6.0,Y,0.0,CompShg,Hip,Abnorml,WD,0.0,Pave,6.0,1041.0,2166.0,AllPub,296.0,1976.0,1976.0,2009
388,,1479.0,0.0,0.0,3.0,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,1468.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,0.0,PConc,2.0,Typ,577.0,2.0,TA,RFn,TA,Attchd,1999.0,1479.0,0.0,GasA,Ex,1Story,1.0,Gd,Lvl,Gtl,9382.0,CulDSac,IR1,0.0,20,RL,125.0,BrkFace,0.0,7,CollgCr,25.0,5,7.0,Y,0.0,CompShg,Gable,Normal,WD,0.0,Pave,6.0,1468.0,2947.0,AllPub,120.0,1999.0,2000.0,2008
389,,1742.0,590.0,0.0,3.0,1Fam,TA,Av,1280.0,0.0,GLQ,Unf,1.0,0.0,Ex,402.0,Y,Norm,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,1.0,PConc,2.0,Typ,846.0,3.0,TA,Fin,TA,BuiltIn,2008.0,2332.0,1.0,GasA,Ex,2Story,1.0,Ex,Lvl,Gtl,12474.0,Inside,Reg,0.0,60,RL,272.0,Stone,0.0,8,NridgHt,134.0,5,10.0,Y,0.0,CompShg,Gable,Partial,New,0.0,Pave,9.0,1682.0,4014.0,AllPub,196.0,2007.0,2008.0,2008
